,text,start,duration
1453,even though I didn't draw such.,3829.228,1.292
1454,"Person on page, person earlier
in book, person later in book,",3830.52,3.75
1455,those are Boolean expressions.,3834.27,1.32
1456,"And they tell me whether I should go
down one fork in the road or another.",3835.59,4.81
1457,"And, lastly, there's this, ""Go back
to line 3,"" in two different places.",3840.4,3.2
1458,"That represents what we call a
""loop,"" some kind of cycle that's",3843.6,3.03
1459,doing something again and again.,3846.63,1.74
1460,"Now these are just a few
building blocks here--",3848.37,2.363
1461,"functions, conditionals,
Boolean expressions, loops.",3850.733,2.167
1462,"But you'll find that
they're characteristic of so",3852.9,2.31
1463,"many different languages, one of which
we'll look at today, another of which",3855.21,3.17
1464,we'll look at next week.,3858.38,1.0
1465,"And those include, indeed, C, and
Python, and other languages still.",3859.38,3.75
1466,"And so this is why we
focus on these basics",3863.13,2.22
1467,"and fundamentals in these
early days because we're",3865.35,2.13
1468,going to see them again and again.,3867.48,1.6
1469,"So even if you feel like that
fire hose is hitting you sometime,",3869.08,2.72
1470,"we'll give you, today,
ultimately, more visuals",3871.8,2.52
1471,"by which you can hang onto, so as
to actually write code, ultimately,",3874.32,4.41
1472,"in different languages and
solve all sorts of problems.",3878.73,2.76
1473,"Now, we'd be remiss in not bringing
up what's behind characters like Spot,",3881.49,4.56
1474,"and ChatGPT, and other software,
artificial intelligence.",3886.05,2.52
1475,"And it turns out, to
get to the point of AI,",3888.57,2.86
1476,"we're actually going to need
more building blocks than just",3891.43,2.72
1477,"functions, and loops, and conditionals.",3894.15,1.975
1478,It's not going to be quite that simple.,3896.125,1.625
1479,"But this has been a lot, so far.",3897.75,1.45
1480,"Let's go ahead, here, and
take a five-minute break.",3899.2,2.33
1481,"And when we resume, we'll
take a look not only at AI,",3901.53,2.46
1482,"but also a specific
language called Scratch.",3903.99,2.64
1483,"So no cake, just yet, but
we'll come back in five.",3906.63,3.24
1484,"Before we dive back in, I just
wanted to call out a special guest",3909.87,4.95
1485,"that we have here today,
beyond Spot, someone",3914.82,2.16
1486,who's come from even farther away.,3916.98,2.07
1487,"And, in fact, if any of you have taken
CS50x, the OpenCourseWare version",3919.05,3.51
1488,"of the class, or dabbled in
it over the past few years",3922.56,2.71
1489,"in some of CS50's online
social communities,",3925.27,2.22
1490,"you might have had
your questions answered",3927.49,2.22
1491,by a certain human from New Zealand.,3929.71,2.1
1492,"And she's come all this way, today,
to spend this lecture with us.",3931.81,4.08
1493,This is CS50's own Brenda Anderson.,3935.89,2.46
1494,"If you might come up for
acknowledgment from all of us here.",3938.35,3.57
1495,[APPLAUSE],3941.92,3.132
1496,"It's not much, but just a
little token of our thanks.",3947.44,2.73
1497,"Brenda has helped, truly,
thousands of students online",3950.17,3.66
1498,for the past many years.,3953.83,1.54
1499,"And, in fact, her own
daughter has been the artist",3955.37,3.41
1500,"behind the duck that's about to loom
large in CS50 this year and beyond.",3958.78,4.835
1501,"So, thank you to Brenda.",3963.615,1.0
1502,[APPLAUSE],3964.615,3.321
1503,All right.,3971.41,0.99
1504,"So it's hard to escape a discussion
of artificial intelligence, nowadays,",3972.4,4.29
1505,"but we thought we'd use
this as an opportunity",3976.69,2.1
1506,to connect some of these dots.,3978.79,1.47
1507,"Because, indeed, over the
course of the semester,",3980.26,2.2
1508,"we'll be-- not only be talking
about artificial intelligence or AI,",3982.46,3.53
1509,"but really using it all
the more constructively",3985.99,2.91
1510,"to help you solve problems,
help you get unblocked",3988.9,2.67
1511,"when you hit a wall, cognitively or
syntactically, when writing code.",3991.57,4.11
1512,"And, indeed, it's no accident
that we have this duck here,",3995.68,3.75
1513,"looming large, which is really
the embodiment of the sort of AI",3999.43,2.94
1514,"that you'll experience within
CS50, itself, this year.",4002.37,2.83
1515,"So let's talk about the
so-called chatbots that",4005.2,3.02
1516,"inspired some of those
headlines with which we began",4008.22,2.28
1517,"class, that weren't quite on the nose.",4010.5,2.28
1518,"So the class will still
be taught by us humans,",4012.78,2.1
1519,"but helped by this CS50
duck, a chatbot of sorts.",4014.88,4.29
1520,Now what do I mean by this?,4019.17,1.42
1521,"Well, it turns out that, when it
comes to implementing something",4020.59,3.5
1522,"like an artificial
intelligence, we don't quite",4024.09,2.64
1523,"have all of the building blocks yet,
certainly after just today's week zero,",4026.73,3.82
1524,to implement something like that.,4030.55,1.45
1525,"But I think we can skate in
that direction, intellectually.",4032.0,2.96
1526,"So, for instance, if we were to take a
stab at implementing our own chatbot--",4034.96,4.71
1527,"some interactive text-based
program that talks to us,",4039.67,3.213
1528,"and answers questions,
and the like-- we could",4042.883,1.917
1529,"try borrowing some of today's ideas
already, those functions, conditionals,",4044.8,4.05
1530,"loops, and more.",4048.85,1.157
1531,And I could write something like this.,4050.007,1.583
1532,"If I am writing code or
pseudocode for a chatbot,",4051.59,2.78
1533,"I could program the chatbot
to do something like this.",4054.37,2.8
1534,"If the student says,
hello, to the chatbot,",4057.17,2.06
1535,"then the chatbot should
say, hello, back.",4059.23,2.61
1536,"Else, if the student says,
goodbye, well, the chatbot",4061.84,3.06
1537,"should say, goodbye, back.",4064.9,1.68
1538,"Else, if the student asks how you are,
the chat bot should say that it's well.",4066.58,5.22
1539,"But things get a little
harder when you start",4071.8,2.22
1540,"asking more interesting
questions, like, else,",4074.02,3.45
1541,"if the student asks why 111
in binary is 7 in decimal.",4077.47,3.52
1542,"Now, you could imagine that
we just have a conditional,",4080.99,2.99
1543,"with this Boolean expression, that
programs the chatbot to just give you",4083.98,4.59
1544,"the answer and explain, in an English
sentence, why that, in fact, is.",4088.57,3.66
1545,"But what if you, the student, asks why
110 is 6 in decimal or why 010 is 2?",4092.23,8.52
1546,"I mean, you can just imagine the
explosion in the amount of code",4100.75,3.479
1547,"that we would have to write to just
anticipate every darn question that you",4104.229,4.141
1548,"might ask about today and every
other class, not to mention all",4108.37,3.005
1549,of the knowledge in the universe.,4111.375,1.375
1550,"So, surely, there are other
ways to implement algorithms",4112.75,3.899
1551,"that allow something
like a chatbot or AI,",4116.649,2.67
1552,"more generally, to be fed input,
still, like all of the internet, all",4119.319,4.381
1553,"of the worldwide web, all of the
pages and textual content therein,",4123.7,3.06
1554,"but to let it just figure out
how to answer our questions based",4126.76,4.29
1555,"on those kinds of inputs, assuming
the inputs, themselves, are accurate.",4131.05,3.28
1556,"So ""large language models""
is a term you might",4134.33,2.18
1557,"have heard bandied about over
the past several months, or LLMs.",4136.51,3.21
1558,"And a large language model really
is an implementation, in software,",4139.72,5.009
1559,"of code that actually takes, as
input, lots and lots of language--",4144.729,4.901
1560,"like the text of lots and lots of web
pages, dictionaries, encyclopedias,",4149.63,3.68
1561,"Wikipedias, and the like--",4153.31,1.469
1562,"and infers, from the patterns of
English words or any human language,",4154.779,4.95
1563,"what a typical human might
actually say when asked a question.",4159.729,3.178
1564,"And some of these
questions are easy, right?",4162.907,1.833
1565,"Probably, on the internet, alone, not
to mention everyday life, if someone",4164.74,3.425
1566,"extends their hand and says, ""Hi.",4168.165,1.375
1567,"How are you,"" odds are, with 90%
probability, you're going to say,",4169.54,3.46
1568,"""Good.",4173.0,0.5
1569,Thanks.,4173.5,0.5
1570,"How are you?""",4174.0,0.7
1571,"So I bet we could write
software that just",4174.7,2.55
1572,"infers what it should say,
probabilistically, statistically, based",4177.25,4.319
1573,on those kinds of patterns online.,4181.569,1.5
1574,"And that's, indeed, where
the world is starting",4183.069,2.373
1575,"to go, when it comes to
the most sophisticated",4185.442,1.917
1576,"of algorithms, where
you and I, the humans,",4187.359,1.792
1577,"we don't try to anticipate
every possible input.",4189.151,2.828
1578,"Rather, we give it a
more general purpose",4191.979,2.641
1579,"input, like all human knowledge, and
ideally just let it figure things out.",4194.62,3.657
1580,"Now, we're not quite there, yet.",4198.277,1.333
1581,"And odds are you've heard of
hallucinations or just mistakes",4199.61,2.39
1582,that these large language models make.,4202.0,1.68
1583,But their inputs are imperfect.,4203.68,1.325
1584,"And sometimes there's a
bit of randomness sprinkled",4205.005,2.125
1585,"in because you don't want the thing
to always say the exact same thing.",4207.13,2.958
1586,"Even you and I might say, ""Eh, I'm
not that great today"" 10% of the time.",4210.088,4.162
1587,"So you need to perturb
the output in some way.",4214.25,2.48
1588,"But within CS50 and within this
world of large language models,",4216.73,3.9
1589,"we do have these tools like
ChatGPT, and Bing, chat, and others.",4220.63,4.0
1590,"And we'll stipulate that,
for CS50's purposes,",4224.63,2.18
1591,"the direction we're going
this year is that this",4226.81,2.1
1592,"is what's in the
syllabus, dot, dot, dot;",4228.91,1.8
1593,"that it will not be allowed,
it will be considered",4230.71,2.13
1594,"not reasonable to use AI-based
software, other than CS50's own.",4232.84,4.508
1595,"So the goal here is
not to simply take away",4237.348,1.792
1596,"tools that are clearly inevitable,
in my view, and clearly helpful",4239.14,4.11
1597,and productivity savers.,4243.25,1.47
1598,"But we'd like there to be some
guardrails, intellectually, on just how",4244.72,3.72
1599,helpful these chatbots are.,4248.44,1.213
1600,"Because as you've probably
seen, if you ask it a question,",4249.653,2.417
1601,"these chatbots are already
pretty good at not just helping",4252.07,2.49
1602,"you finish your current
thought, but it'll",4254.56,1.75
1603,"hand you your second and your third
thought and do the assignment for you.",4256.31,3.59
1604,"But I think, through
prompting, so to speak,",4259.9,2.76
1605,"we'll be able to coax
some of our own tools,",4262.66,2.19
1606,"being computer scientists,
ourself, in a direction",4264.85,2.25
1607,"that you actually find to be the
right balance, akin to having",4267.1,3.1
1608,"a good tutor by your side 24/7,
who doesn't just hand you answers,",4270.2,4.11
1609,"but, indeed, tries to
lead you to the same.",4274.31,1.913
1610,"So you actually get something
out of the experience,",4276.223,2.167
1611,"and, ideally, three-plus
months from now,",4278.39,2.13
1612,"those training wheels can come off, too.",4280.52,1.86
1613,"And you're able to
still stand on your own.",4282.38,2.5
1614,"So it will be reasonable to use
CS50's own AI-based software which",4284.88,3.89
1615,"will actually take the form of a CS50
duck, which is actually available now--",4288.77,4.44
1616,"and we'll use it throughout the term--
at CS50.ai, a web-based application",4293.21,3.96
1617,"that's quite similar
to ChatGPT, but that",4297.17,2.28
1618,"has the personality of a CS50 teaching
fellow or TF, or teaching assistant,",4299.45,4.56
1619,"TA, that also happens to
think of itself as a duck.",4304.01,3.21
1620,"And for reasons we'll get to
in a couple of weeks time,",4307.22,2.64
1621,"but rubber ducks, in particular,
are a thing in programming.",4309.86,4.245
1622,"But more on that, before long,
as you can even see from the one",4314.105,2.625
1623,there on my desk.,4316.73,1.62
1624,"With that said, too, well, I'm
going to call out CS50's own Brenda",4318.35,2.76
1625,"Anderson, whose daughter,
Sophie, kindly not only created",4321.11,4.375
1626,"the first incarnation, digitally,
of this duck, but also,",4325.485,2.375
1627,"most recently, once it actually
did more than quack a random number",4327.86,3.7
1628,"of times in response
to questions, has now",4331.56,1.98
1629,"been virtually brought to life, too.",4333.54,1.78
1630,"So, all that and more, over the coming
weeks, but you'll find, ultimately,",4335.32,3.44
1631,"that the goal is to really bring to life
the availability of an AI-based tutor",4338.76,4.83
1632,"that you have access
to, a friend in your--",4343.59,3.06
1633,"next to you, that will help guide
you through a lot of the course's",4346.65,3.69
1634,challenges along the way.,4350.34,1.32
1635,"And we actually rolled
it out this past summer,",4351.66,1.65
1636,"already, with some of your predecessors,
through the Harvard Summer School.",4353.31,2.64
1637,"One student wrote, at
summer's end, that this duck",4355.95,2.25
1638,"""felt like having a personal tutor--",4358.2,1.98
1639,"I love how AI bots will answer questions
without ego and without judgment",4360.18,3.93
1640,"generally entertaining even
the stupidest of questions",4364.11,3.0
1641,"without treating them
like they're stupid.",4367.11,2.25
1642,"It has, as one could expect,
an inhuman level of patience.""",4369.36,3.78
1643,"So there's actually something really
there because as many teachers",4373.14,3.27
1644,as there are in CS50--,4376.41,1.11
1645,"myself, the course's preceptors,
teaching fellows, teaching assistants,",4377.52,3.21
1646,"and course assistants--
there's only so many of us.",4380.73,2.76
1647,"And we're only awake so
many hours of the day.",4383.49,2.16
1648,"And I think you'll find, too, that
we're on the cusp of something",4385.65,2.97
1649,"pretty remarkable, in
the coming years, where",4388.62,2.46
1650,"it's going to get a lot more
enabling, now, to learn material",4391.08,3.3
1651,"not only within the confines of a class,
but on your own, ultimately, as well.",4394.38,3.73
1652,"And as one other student put it, at
summer's end, with respect to the duck,",4398.11,4.16
1653,"""Love love loved the duck.",4402.27,1.41
1654,"We're friends now.""",4403.68,0.81
1655,"So that, too, awaits.",4404.49,1.23
1656,"But, first, we're going to
need to start with the basics.",4405.72,3.12
1657,"And we started today by
talking about binary.",4408.84,1.98
1658,"And darn it, here it is again.",4410.82,1.89
1659,"So we can't actually get to the point
of using, or solving, or implementing AI",4412.71,4.35
1660,until we understand this.,4417.06,1.53
1661,"And odds are most of you won't know, at
a glance, what this piece of software",4418.59,4.0
1662,does.,4422.59,0.5
1663,"But these are the 0's and
1's that represent, perhaps,",4423.09,3.51
1664,"the first program that any programmer
writes, which is now a clue to some",4426.6,4.05
1665,of you who have dabbled in code before.,4430.65,2.05
1666,"What does this pattern of 0's and
1's tell a typical computer to do?",4432.7,3.77
1667,Might someone guess?,4436.47,0.878
1668,"AUDIENCE: ""Hello, world.""",4437.348,1.042
1669,"DAVID J. MALAN: It's going to
have it say, ""hello, world,""",4438.39,2.37
1670,"which is one of the very
first programmer-- programs",4440.76,2.167
1671,that most any programmer writes.,4442.927,1.493
1672,"Should you be able to
recognize these 0's and 1's?",4444.42,2.37
1673,Do I recognize these 0's and 1's?,4446.79,1.47
1674,"No, not at all.",4448.26,0.78
1675,"I just happen to know
that they are the same.",4449.04,2.08
1676,And that was a leading question.,4451.12,1.58
1677,"But they are representing data
and instructions, ultimately,",4452.7,4.35
1678,"data like H-E-L-L-O, comma,
W-O-R-L-D and an instruction like,",4457.05,5.31
1679,"""Print that data to the screen.""",4462.36,2.55
1680,"As for what these patterns
of 0's and 1's are,",4464.91,2.01
1681,"this is not something that a computer
scientist or programmer worries about.",4466.92,3.33
1682,"We just stipulate that, OK, someone,
somewhere knows how to do this.",4470.25,3.99
1683,"And it's probably someone
like Intel, who makes",4474.24,2.16
1684,the hardware inside of the computers.,4476.4,1.56
1685,"But you and I, starting
now, already, in week zero,",4477.96,3.51
1686,"can start to view
binary more abstractly.",4481.47,3.48
1687,We don't care about the 0's and 1's.,4484.95,1.71
1688,"We only care that you
can use 0's and 1's",4486.66,2.43
1689,"to represent more useful
quantities, like numbers,",4489.09,3.33
1690,"and letters, colors, and more.",4492.42,1.84
1691,"So this, next week, is going
to be the code we actually",4494.26,2.78
1692,start writing at a keyboard.,4497.04,1.29
1693,"And this is that language called C. It's
the same language I, myself, learned",4498.33,3.208
1694,"years ago, when taking CS50, when
all we learned at the time was C.",4501.538,3.602
1695,"But this, too, has
some crypticness to it.",4505.14,2.63
1696,"And if you've never programmed before,
you can probably wrap your mind around,",4507.77,3.25
1697,"OK, I'm guessing the ""printf""
prints out the ""hello, world.""",4511.02,3.17
1698,"But what's with the semicolon,
the quotes, the backslash,",4514.19,2.73
1699,"and the curly braces, the #include,
and all of this stupid syntax?",4516.92,4.11
1700,"A lot of this, in the beginning of
any class, is really a distraction.",4521.03,2.94
1701,It is not intellectually interesting.,4523.97,1.92
1702,"But it's the stupid kind of stuff
that's going to trip you up quite often.",4525.89,3.34
1703,"And so, today, what
we'll do is focus not",4529.23,2.27
1704,"on syntax, characters on
the keyboard, but ideas",4531.5,3.6
1705,"because what really
matters in this program",4535.1,2.07
1706,"is that ""printf"" is a function
here for our purposes.",4537.17,3.73
1707,"And that function is to display
information on the screen.",4540.9,3.08
1708,"Everything else, as
we'll soon see, has value",4543.98,2.88
1709,"and will be understood by you, before
long, but for now, it's a distraction.",4546.86,3.575
1710,Let's focus on those building blocks.,4550.435,1.765
1711,"When it comes time to write
code, though, for the curious,",4552.2,2.74
1712,"especially if you've
programmed before, we'll",4554.94,1.875
1713,"use a very popular free
and open-source tool",4556.815,2.075
1714,"called Visual Studio Code, or VS Code.",4558.89,2.37
1715,"We'll use a cloud-based version of
it that we pre-install everything",4561.26,4.74
1716,"you need in the cloud
for you so you don't",4566.0,2.07
1717,"have to deal with headaches like
getting your Mac or PC to work.",4568.07,2.91
1718,"You'll use instead this
URL, cs50.dev, but more",4570.98,2.94
1719,"on that in next week, week one.",4573.92,1.95
1720,"For now, we'll use another
cloud-based editor called Scratch.",4575.87,3.78
1721,"And odds are some number
of you use this probably",4579.65,2.31
1722,"as early as like middle
school or the like.",4581.96,2.01
1723,"And that was fine to create
your own animations, games,",4583.97,3.33
1724,"interactive art, or the like.",4587.3,1.35
1725,But we'll use it today for just a bit.,4588.65,1.95
1726,"And we'll use it in the
course's first homework,",4590.6,2.07
1727,"AKA problem set 0, to explore
now some of these same ideas.",4592.67,4.2
1728,"And among the goals today
for the remainder of today",4596.87,2.85
1729,"is not to focus so much on
Scratch and the particulars",4599.72,3.2
1730,"because this is not a
language that you're",4602.92,1.75
1731,"going to use often but to give you
very visual representations of ideas",4604.67,5.61
1732,"so that when things do escalate
next week to C, to the more cryptic,",4610.28,3.51
1733,"it's the same ideas just typed out
instead of dragged and dropped.",4613.79,4.05
1734,"So by that, I mean this.",4617.84,1.62
1735,"I'm going to go ahead and share in just
a moment the user interface of Scratch.",4619.46,3.81
1736,"But what's nice about
Scratch is that this",4623.27,2.1
1737,"is how we're going to implement
that same program today.",4625.37,3.03
1738,"These are two blocks or
puzzle pieces on the screen,",4628.4,2.8
1739,"and they've been interconnected to
tell the computer to say ""hello, world""",4631.2,4.47
1740,on the screen.,4635.67,0.9
1741,"The user interface
that we're about to use",4636.57,1.92
1742,will look generally something like this.,4638.49,2.162
1743,"It's a web-based editor
that you can also",4640.652,1.708
1744,download it locally to use offline.,4642.36,1.8
1745,"And you'll see that at the left here
are a whole bunch of puzzle pieces",4644.16,3.96
1746,or blocks.,4648.12,0.9
1747,"They're categorized by
color, and the blue ones",4649.02,2.61
1748,"tend to relate to motion, for instance.",4651.63,2.35
1749,The purple ones represent looks.,4653.98,1.97
1750,The pink one represents sounds.,4655.95,1.8
1751,The yellow one represents events.,4657.75,2.43
1752,More on that soon.,4660.18,1.05
1753,"The orange ones represent
control, and then",4661.23,2.04
1754,"there's operators, variables, my
blocks, and even some extensions",4663.27,3.12
1755,we can install as well.,4666.39,1.3
1756,"So it just categorizes things
visually and colorfully so that you",4667.69,4.13
1757,can find what you're looking for.,4671.82,1.65
1758,"But we're going to use these
puzzle pieces to drag and drop them",4673.47,3.27
1759,onto this area here.,4676.74,1.56
1760,"And we're going to connect them
when we want them to do something.",4678.3,3.73
1761,What can they do?,4682.03,0.86
1762,"Well, by default, Scratch comes
with this cat here, otherwise known",4682.89,3.12
1763,"as a sprite, which is a character
in a game or in a graphics context.",4686.01,3.75
1764,"And this cat lives in this
two-dimensional world in which",4689.76,2.55
1765,"the cat can go up, down, left, right.",4692.31,1.74
1766,"And you can actually
change the cat's costume",4694.05,2.28
1767,"to be a dog, a bird, or anything else.",4696.33,2.4
1768,"It really is more of an idea than it
is a specific animal in this case.",4698.73,4.53
1769,"But the world that Scratch lives in
looks a little something like this.",4703.26,3.69
1770,"It's like a Cartesian plane with
x-coordinates and y-coordinates.",4706.95,2.91
1771,"And the numbers don't so
much matter fundamentally,",4709.86,2.19
1772,"except that when you want the
cat or any character to go up,",4712.05,3.34
1773,"down, left, or right
by some amount, it's",4715.39,1.91
1774,"useful to know, for instance, that 0, 0
is the middle, 0 comma 0 for x comma y.",4717.3,5.685
1775,All the way up is a y value of 180.,4722.985,2.565
1776,All the way down is -180.,4725.55,1.92
1777,All the way to the left is -240.,4727.47,2.7
1778,All the way to the right is 240.,4730.17,1.86
1779,"And generally, you're not going
to have to worry about numbers.",4732.03,2.625
1780,"You're going to use these relatively--
go right, go left, go up, or down.",4734.655,3.375
1781,"But that's just the world that
Scratch itself lives in here.",4738.03,3.94
1782,So let's go about using Scratch here.,4741.97,1.76
1783,"I'm going to change over
to my cloud-based editor",4743.73,3.15
1784,"here, where I've gone
to scratch.mit.edu.",4746.88,3.24
1785,"And I've clicked Create in
order to create a project.",4750.12,2.4
1786,"And that gives me this
blank canvas here.",4752.52,2.302
1787,"And I'm going to do these somewhat
quickly because I kind of know",4754.822,2.708
1788,what I'm looking for.,4757.53,0.91
1789,"But part of the process with problem
set zero is going to be clicking,",4758.44,2.96
1790,"and dragging, and sort
of scrolling around",4761.4,2.01
1791,to see what building blocks exist.,4763.41,1.98
1792,"But I know under Events
there's this puzzle piece here",4765.39,3.63
1793,when green flag clicked.,4769.02,1.89
1794,Why is that germane?,4770.91,1.2
1795,"Well, if I zoom out, and go back to
Scratch's world at the right here,",4772.11,3.61
1796,"notice that above
Scratch's world there's",4775.72,2.0
1797,"a green flag, which is going to
mean go, and a red stop sign, which,",4777.72,3.15
1798,"of course, is going to mean stop.",4780.87,1.42
1799,"So if I drag this puzzle piece
anywhere into the middle,",4782.29,4.49
1800,it's just going to plop where I put it.,4786.78,2.4
1801,"But what that means semantically is
when someone clicks that green flag,",4789.18,4.2
1802,"I want Scratch the cat
to do this other thing.",4793.38,3.06
1803,"Well, what do I want it to do?",4796.44,1.53
1804,"Well, let me go under Looks.",4797.97,1.59
1805,"And looks here in purple have
some puzzle pieces like this.",4799.56,4.53
1806,"Well, I can say hello for
some number of seconds,",4804.09,2.4
1807,or I can just go ahead and say hello.,4806.49,2.13
1808,So let's do that.,4808.62,0.81
1809,I'm going to drag this say block.,4809.43,2.22
1810,"And notice that as soon
as I get close enough,",4811.65,1.98
1811,"it's going to magnetically
want to connect.",4813.63,1.932
1812,"So I can let go, and they
snap together automatically",4815.562,2.208
1813,because they're the right shape.,4817.77,1.333
1814,"I don't have to say
hello, exclamation point.",4819.103,1.997
1815,"I can change it to the more
canonical, hello comma world.",4821.1,2.82
1816,"So anything in this
white oval is editable",4823.92,2.52
1817,that you can change as just text there.,4826.44,2.43
1818,"If I now zoom out, let me go
ahead and click the green flag.",4828.87,3.09
1819,"And voila-- this should be
my first program in Scratch.",4831.96,4.596
1820,"Hello, world.",4836.556,0.874
1821,"Without any of the
distractions of syntax",4837.43,1.98
1822,"or weird characters on the screen,
it's just done what I want it to do.",4839.41,3.01
1823,All right.,4842.42,0.5
1824,Let me go ahead and click Stop there.,4842.92,1.542
1825,"And let me make it a
little more connected",4844.462,2.778
1826,to what we've discussed thus far.,4847.24,1.51
1827,"So this puzzle piece
here, say hello, world,",4848.75,2.63
1828,"represents what type of building
block using the vocabulary of today?",4851.38,4.99
1829,So it's a function.,4856.37,1.05
1830,"So these purple blocks are
functions, say, hello, world.",4857.42,2.628
1831,"And let me give you another
piece of terminology.",4860.048,2.042
1832,"These white ovals that
take textual input--",4862.09,2.82
1833,"in general, those are called
parameters or arguments.",4864.91,3.3
1834,"And they customize the
behavior of a function.",4868.21,3.4
1835,"So a parameter or an
argument customizes,",4871.61,2.57
1836,"modifies the default behavior of a
function, like in this case, say.",4874.18,3.63
1837,"Similarly, in the C code from
earlier that we'll see next week,",4877.81,3.18
1838,"the printf function took a quoted phrase
like, hello, world, similarly as input.",4880.99,6.36
1839,But more on that in the future.,4887.35,2.62
1840,"So how does this connect to the
mental model we presented earlier?",4889.97,2.84
1841,"Well, here's problem-solving as I
described it earlier, inputs to outputs",4892.81,4.33
1842,with algorithms or code in the middle.,4897.14,1.95
1843,"Well, what we've got here really is an
input of, hello, world, the white oval.",4899.09,4.62
1844,"The function or algorithm that it's
going into as input is the say block.",4903.71,4.89
1845,"And what is the output of using
this say block, the say function?",4908.6,3.36
1846,"It's the visual effect of having the
cat have the little speech bubble appear",4911.96,3.69
1847,"above its head, saying, hello, world.",4915.65,2.41
1848,"So everything we do, in
fact, can be mapped back",4918.06,2.84
1849,"to that very simple idea
of inputs and outputs.",4920.9,3.69
1850,"Well, let's make it a little
more interesting, though.",4924.59,2.25
1851,"It's a little boring to just
say ""hello, world"" all the time.",4926.84,2.59
1852,Let me go ahead and drag this away.,4929.43,2.07
1853,"And if you just drag it to the left and
let go, it gets automatically deleted.",4931.5,3.68
1854,"Let me go under Sensing
in light blue here.",4935.18,3.4
1855,"And you'll see there's a
bunch of blocks, one of which",4938.58,2.27
1856,"is an ask block, an ask function,
which is going to prompt",4940.85,3.33
1857,"the human, me, for some input.",4944.18,1.99
1858,"So let me go ahead and drag that
over here, and it snaps together.",4946.17,3.53
1859,"I could change the question,
but I'm OK with that question.",4949.7,2.49
1860,We'll use what's your name.,4952.19,1.48
1861,"But notice that this block,
ask, is a little special.",4953.67,3.23
1862,"It is not just going to display
like a speech bubble on the screen.",4956.9,3.34
1863,"It's actually going to
return a value, and this is",4960.24,2.27
1864,another term of art today and onward.,4962.51,1.74
1865,"A return value is some value that can
be handed back to you conceptually",4964.25,4.242
1866,"from a function so that you
can do something with it.",4968.492,2.208
1867,"It's as though the ask function
asks someone for their name,",4970.7,4.325
1868,"writes it down on a piece of paper,
and hands you the piece of paper.",4975.025,2.875
1869,"You can do anything now that
you want with that name.",4977.9,2.25
1870,"And here is how you access the
name in this special block called",4980.15,3.66
1871,"answer, which, again, will
start calling a return value.",4983.81,3.52
1872,"So if I want to say ""hello"" to someone
specific, I'm going to do this.",4987.33,3.44
1873,Let me zoom out.,4990.77,1.03
1874,"Let me go back to Looks,
and let me go back to Say.",4991.8,3.71
1875,"And I'm going to change the say
block here to ""hello, comma.""",4995.51,4.38
1876,Then I'm going to zoom out.,4999.89,1.38
1877,"Well, I need two inputs, I think.",5001.27,2.43
1878,"So I'm going to grab another say
block, and I'm going to put it below.",5003.7,2.94
1879,"And I could just type
""David,"" but this is",5006.64,2.52
1880,"going to defeat the whole point
of asking me for the name.",5009.16,2.5
1881,And it will only work for me.,5011.66,0.95
1882,So I don't want to do that.,5012.61,1.18
1883,"So let me go back to Sensing, and
notice the shape is important here.",5013.79,4.73
1884,"Even if it's not quite the
same size, the shape matters.",5018.52,2.61
1885,"And I can actually drag this and
change the input of this say function",5021.13,4.56
1886,"to be whatever that return
value is, that piece of paper",5025.69,3.18
1887,that has the person's name on it.,5028.87,1.56
1888,"And it grows to fill,
but now we have a program",5030.43,3.12
1889,"that I think when I click the green
flag-- watch-- is going to prompt me.",5033.55,3.69
1890,What's your name?,5037.24,1.127
1891,And now I have room to type down here.,5038.367,1.583
1892,"So I'm going to type D-A-V-I-D.
I'm going to hit Enter,",5039.95,2.42
1893,"and it should say ""hello, Dave.""",5042.37,1.63
1894,Wait.,5044.0,0.5
1895,Hmm.,5044.5,1.61
1896,Huh.,5046.11,0.94
1897,Maybe it was-- didn't work.,5047.05,2.94
1898,D-A-V-I-D. Here we go.,5049.99,1.17
1899,"Hello, David.",5051.16,1.005
1900,Hmm.,5052.165,1.365
1901,"It's missing the hello, but I'm quite
sure we have a hello right there.",5053.53,5.68
1902,So what explains this bug or mistake?,5059.21,2.96
1903,Yeah.,5062.17,0.947
1904,AUDIENCE: [INAUDIBLE].,5063.117,3.479
1905,So they overlap.,5066.596,2.494
1906,DAVID J. MALAN: Exactly.,5069.09,1.71
1907,"Put another way, my Mac,
my PC, it's just so darn",5070.8,2.91
1908,"fast that it did exactly
what it was supposed to.",5073.71,2.61
1909,"But it said ""hello, David"" so fast that
we didn't even see, we being the human,",5076.32,4.26
1910,"the slowest part of the
puzzle, see the actual hello.",5080.58,2.215
1911,"So there's a few different
ways to fix this, as you know.",5082.795,2.375
1912,"We could have it say ""hello""
for some number of seconds.",5085.17,3.49
1913,So I could kind of do that.,5088.66,1.25
1914,So let me do this.,5089.91,0.75
1915,"I can decouple these by just
dragging and letting it go",5090.66,2.55
1916,so that they're magnetically far apart.,5093.21,2.01
1917,"Let me go ahead and drag this
one, say hello for two seconds.",5095.22,3.39
1918,"I'm going to change the grammar
here to be hello comma again.",5098.61,3.42
1919,"I'm going to go ahead
and disconnect these two.",5102.03,3.09
